Generic Name	SMILES	Drug Bank ID	URL	Drug Groups	Score
Sertaconazole	ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl	DB01153	https://go.drugbank.com/drugs/DB01153	approved; investigational	-633.053
Lercanidipine	COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1	DB00528	https://go.drugbank.com/drugs/DB00528	approved; investigational	-502.457
Mizolastine	CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1	DB12523	https://go.drugbank.com/drugs/DB12523	approved; investigational	-675.924
Dichloroacetic acid	OC(=O)C(Cl)Cl	DB08809	https://go.drugbank.com/drugs/DB08809	approved; investigational	-633.187
Repaglinide	CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O	DB00912	https://go.drugbank.com/drugs/DB00912	approved; investigational	-628.508
Iobitridol	CN(CC(O)CO)C(=O)C1=C(I)C(C(=O)N(C)CC(O)CO)=C(I)C(NC(=O)C(CO)CO)=C1I	DB12407	https://go.drugbank.com/drugs/DB12407	approved; investigational	-632.122
Telmisartan	CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O	DB00966	https://go.drugbank.com/drugs/DB00966	approved; investigational	-550.626
Nitrofurantoin	[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O	DB00698	https://go.drugbank.com/drugs/DB00698	approved; vet_approved	-632.971
Pantothenic acid	CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O	DB01783	https://go.drugbank.com/drugs/DB01783	approved; nutraceutical; vet_approved	-631.286
Dexfenfluramine	CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F	DB01191	https://go.drugbank.com/drugs/DB01191	approved; illicit; investigational; withdrawn	-630.44
Octasulfur	S1SSSSSSS1	DB09353	https://go.drugbank.com/drugs/DB09353	approved	-635.315
Edoxudine	CCC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O	DB13421	https://go.drugbank.com/drugs/DB13421	approved; investigational; withdrawn	-630.266
Oliceridine	COC1=C(CNCC[C@]2(CCOC3(CCCC3)C2)C2=NC=CC=C2)SC=C1	DB14881	https://go.drugbank.com/drugs/DB14881	approved; investigational	-638.696
Tazemetostat	CCN(C1CCOCC1)C1=C(C)C(=CC(=C1)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NCC1=C(C)C=C(C)NC1=O	DB12887	https://go.drugbank.com/drugs/DB12887	approved; investigational	-450.384
Netarsudil	CC1=CC(C)=C(C=C1)C(=O)OCC1=CC=C(C=C1)[C@@H](CN)C(=O)NC1=CC=C2C=NC=CC2=C1	DB13931	https://go.drugbank.com/drugs/DB13931	approved	-642.474
Acetyl sulfisoxazole	CC(=O)N(C1=C(C)C(C)=NO1)S(=O)(=O)C1=CC=C(N)C=C1	DB14033	https://go.drugbank.com/drugs/DB14033	approved; vet_approved	-700.483
Ethylhexyl methoxycrylene	CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=C(OC)C=C1	DB11226	https://go.drugbank.com/drugs/DB11226	approved; experimental	-466.889
Gliclazide	[H][C@@]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1	DB01120	https://go.drugbank.com/drugs/DB01120	approved	-528.241
Chlorprothixene	CN(C)CC\C=C1\C2=CC=CC=C2SC2=CC=C(Cl)C=C12	DB01239	https://go.drugbank.com/drugs/DB01239	approved; experimental; investigational; withdrawn	-635.928
Dienestrol	[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1	DB00890	https://go.drugbank.com/drugs/DB00890	approved; investigational	-653.323
Etomidate	CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1	DB00292	https://go.drugbank.com/drugs/DB00292	approved	-636.253
Mercaptopurine	S=C1N=CNC2=C1NC=N2	DB01033	https://go.drugbank.com/drugs/DB01033	approved	-661.546
Dehydrocholic acid	[H][C@@]1(CC[C@@]2([H])[C@]3([H])C(=O)C[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O	DB11622	https://go.drugbank.com/drugs/DB11622	approved; investigational	-535.538
Dexketoprofen	[H][C@@](C)(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1	DB09214	https://go.drugbank.com/drugs/DB09214	approved; investigational	-637.484
Taurocholic acid	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O	DB04348	https://go.drugbank.com/drugs/DB04348	approved; experimental	-620.007
Prednicarbate	[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	DB01130	https://go.drugbank.com/drugs/DB01130	approved; investigational	-624.228
Darolutamide	C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O	DB12941	https://go.drugbank.com/drugs/DB12941	approved; investigational	-625.621
Cyclizine	CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1	DB01176	https://go.drugbank.com/drugs/DB01176	approved	-626.742
Buclizine	CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1	DB00354	https://go.drugbank.com/drugs/DB00354	approved	-646.268
Methylprednisolone	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C	DB00959	https://go.drugbank.com/drugs/DB00959	approved; vet_approved	-632.583
Erdafitinib	COC1=CC(=CC(OC)=C1)N(CCNC(C)C)C1=CC=C2N=CC(=NC2=C1)C1=CN(C)N=C1	DB12147	https://go.drugbank.com/drugs/DB12147	approved; investigational	-542.43
Pralidoxime	C[N+]1=C(\C=N\O)C=CC=C1	DB00733	https://go.drugbank.com/drugs/DB00733	approved; vet_approved	-666.592
Dimethyl sulfoxide	CS(C)=O	DB01093	https://go.drugbank.com/drugs/DB01093	approved; vet_approved	-661.214
Pentafluoropropane	FC(F)CC(F)(F)F	DB13117	https://go.drugbank.com/drugs/DB13117	approved; investigational	-626.056
Brigatinib	COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1	DB12267	https://go.drugbank.com/drugs/DB12267	approved; investigational	-627.987
Dopamine	NCCC1=CC(O)=C(O)C=C1	DB00988	https://go.drugbank.com/drugs/DB00988	approved	-641.298
N-acetyltyrosine	CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O	DB11102	https://go.drugbank.com/drugs/DB11102	approved	-700.333
Brompheniramine	CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1	DB00835	https://go.drugbank.com/drugs/DB00835	approved	-717.276
Phensuximide	CN1C(=O)CC(C1=O)C1=CC=CC=C1	DB00832	https://go.drugbank.com/drugs/DB00832	approved	-656.381
Nifurtimox	CC1CS(=O)(=O)CCN1\N=C\C1=CC=C(O1)[N+]([O-])=O	DB11820	https://go.drugbank.com/drugs/DB11820	approved; investigational	-628.76
Propoxycaine	CCCOC1=CC(N)=CC=C1C(=O)OCCN(CC)CC	DB09342	https://go.drugbank.com/drugs/DB09342	approved	-632.193
D-Serine	N[C@H](CO)C(O)=O	DB03929	https://go.drugbank.com/drugs/DB03929	approved; experimental	-654.254
Fludeoxyglucose (18F)	[H]C(=O)[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO	DB09502	https://go.drugbank.com/drugs/DB09502	approved; investigational	-623.73
Sertraline	CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12	DB01104	https://go.drugbank.com/drugs/DB01104	approved	-625.702
Phenoxymethylpenicillin	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O	DB00417	https://go.drugbank.com/drugs/DB00417	approved; vet_approved	-702.155
Rilmenidine	C1CC1C(NC1=NCCO1)C1CC1	DB11738	https://go.drugbank.com/drugs/DB11738	approved; investigational	-650.65
Antrafenine	FC(F)(F)C1=CC(=CC=C1)N1CCN(CCOC(=O)C2=CC=CC=C2NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)CC1	DB01419	https://go.drugbank.com/drugs/DB01419	approved	-698.625
Zoledronic acid	OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O	DB00399	https://go.drugbank.com/drugs/DB00399	approved	-641.456
Ubrogepant	C[C@@H]1[C@@H](C[C@H](NC(=O)C2=CN=C3C[C@]4(CC3=C2)C(=O)NC2=NC=CC=C42)C(=O)N1CC(F)(F)F)C1=CC=CC=C1	DB15328	https://go.drugbank.com/drugs/DB15328	approved; investigational	-517.844
Nomegestrol	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C	DB11636	https://go.drugbank.com/drugs/DB11636	approved	-629.41
Oxilofrine	[H][C@@](C)(NC)[C@]([H])(O)C1=CC=C(O)C=C1	DB11610	https://go.drugbank.com/drugs/DB11610	approved	-650.392
Glycol salicylate	OCCOC(=O)C1=CC=CC=C1O	DB11323	https://go.drugbank.com/drugs/DB11323	approved	-619.006
Isosorbide dinitrate	[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O	DB00883	https://go.drugbank.com/drugs/DB00883	approved; investigational	-616.519
Brinzolamide	CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O	DB01194	https://go.drugbank.com/drugs/DB01194	approved	-622.941
Procaterol	CC[C@H](NC(C)C)[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1	DB01366	https://go.drugbank.com/drugs/DB01366	approved; investigational	-636.752
Dienogest	[H][C@@]12CC[C@@](O)(CC#N)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H]	DB09123	https://go.drugbank.com/drugs/DB09123	approved	-590.454
Drospirenone	[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21	DB01395	https://go.drugbank.com/drugs/DB01395	approved	-623.577
Artemether	[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4	DB06697	https://go.drugbank.com/drugs/DB06697	approved	-634.83
Fluindione	FC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O	DB13136	https://go.drugbank.com/drugs/DB13136	approved; investigational	-659.742
Dantrolene	[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O	DB01219	https://go.drugbank.com/drugs/DB01219	approved; investigational	-624.069
Cefdinir	[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O	DB00535	https://go.drugbank.com/drugs/DB00535	approved	-633.22
Butorphanol	[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1	DB00611	https://go.drugbank.com/drugs/DB00611	approved; illicit; vet_approved	-646.954
Cisapride	CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC	DB00604	https://go.drugbank.com/drugs/DB00604	approved; investigational; withdrawn	-389.81
Etonogestrel	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	DB00294	https://go.drugbank.com/drugs/DB00294	approved; investigational	-655.561
Levomilnacipran	CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1	DB08918	https://go.drugbank.com/drugs/DB08918	approved; investigational	-634.679
Artesunate	[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@@H](OC(=O)CCC(O)=O)[C@@H]2C)O4	DB09274	https://go.drugbank.com/drugs/DB09274	approved; investigational	-590.821
Treprostinil	[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1	DB00374	https://go.drugbank.com/drugs/DB00374	approved; investigational	-356.693
Ciclesonide	[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C	DB01410	https://go.drugbank.com/drugs/DB01410	approved; investigational	-636.942
Flibanserin	FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1	DB04908	https://go.drugbank.com/drugs/DB04908	approved; investigational	-719.882
Dutasteride	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F	DB01126	https://go.drugbank.com/drugs/DB01126	approved; investigational	-628.253
Vilazodone	NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1	DB06684	https://go.drugbank.com/drugs/DB06684	approved	-420.001
Aprepitant	C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F	DB00673	https://go.drugbank.com/drugs/DB00673	approved; investigational	-632.284
Prasugrel	CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1	DB06209	https://go.drugbank.com/drugs/DB06209	approved	-605.025
Isavuconazole	C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1	DB11633	https://go.drugbank.com/drugs/DB11633	approved; investigational	-633.605
Ambrisentan	COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1	DB06403	https://go.drugbank.com/drugs/DB06403	approved; investigational	-442.104
Udenafil	CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C	DB06267	https://go.drugbank.com/drugs/DB06267	approved; investigational	-632.819
Vildagliptin	OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N	DB04876	https://go.drugbank.com/drugs/DB04876	approved; investigational	-710.467
Indacaterol	CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1	DB05039	https://go.drugbank.com/drugs/DB05039	approved	-698.521
Fesoterodine	CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C	DB06702	https://go.drugbank.com/drugs/DB06702	approved	-715.427
Belinostat	ONC(=O)\C=C\C1=CC=CC(=C1)S(=O)(=O)NC1=CC=CC=C1	DB05015	https://go.drugbank.com/drugs/DB05015	approved; investigational	-631.153
Panobinostat	CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1	DB06603	https://go.drugbank.com/drugs/DB06603	approved; investigational	-631.78
Pefloxacin	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1	DB00487	https://go.drugbank.com/drugs/DB00487	approved	-659.432
Norfloxacin	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1	DB01059	https://go.drugbank.com/drugs/DB01059	approved	-631.761
Gabapentin	NCC1(CC(O)=O)CCCCC1	DB00996	https://go.drugbank.com/drugs/DB00996	approved; investigational	-628.231
Penicillamine	[H][C@](N)(C(O)=O)C(C)(C)S	DB00859	https://go.drugbank.com/drugs/DB00859	approved	-658.364
Levofloxacin	C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1	DB01137	https://go.drugbank.com/drugs/DB01137	approved; investigational	-604.667
Valine	CC(C)[C@H](N)C(O)=O	DB00161	https://go.drugbank.com/drugs/DB00161	approved; nutraceutical	-642.681
Threonine	C[C@@H](O)[C@H](N)C(O)=O	DB00156	https://go.drugbank.com/drugs/DB00156	approved; nutraceutical	-631.973
Oxitriptan	N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O	DB02959	https://go.drugbank.com/drugs/DB02959	approved; investigational; nutraceutical	-645.433
2-mercaptobenzothiazole	S=C1NC2=C(S1)C=CC=C2	DB11496	https://go.drugbank.com/drugs/DB11496	approved; experimental; vet_approved	-633.889
Droxidopa	N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O	DB06262	https://go.drugbank.com/drugs/DB06262	approved; investigational	-650.137
Thymol	CC(C)C1=C(O)C=C(C)C=C1	DB02513	https://go.drugbank.com/drugs/DB02513	approved	-633.616
L-Glutamine	N[C@@H](CCC(N)=O)C(O)=O	DB00130	https://go.drugbank.com/drugs/DB00130	approved; investigational; nutraceutical	-624.174
gamma-Aminobutyric acid	NCCCC(O)=O	DB02530	https://go.drugbank.com/drugs/DB02530	approved; investigational	-645.09
Cystine	N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O	DB00138	https://go.drugbank.com/drugs/DB00138	approved; nutraceutical	-651.044
Gluconolactone	OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O	DB04564	https://go.drugbank.com/drugs/DB04564	approved; experimental	-626.482
Pseudoephedrine	CN[C@@H](C)[C@@H](O)C1=CC=CC=C1	DB00852	https://go.drugbank.com/drugs/DB00852	approved	-631.42
Diethylpropion	CCN(CC)C(C)C(=O)C1=CC=CC=C1	DB00937	https://go.drugbank.com/drugs/DB00937	approved; illicit	-633.167
Ethanol	CCO	DB00898	https://go.drugbank.com/drugs/DB00898	approved	-619.553
Acetylcarnitine	CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C	DB08842	https://go.drugbank.com/drugs/DB08842	approved; investigational	-623.517
Aminolevulinic acid	NCC(=O)CCC(O)=O	DB00855	https://go.drugbank.com/drugs/DB00855	approved	-649.89
Liothyronine	N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O	DB00279	https://go.drugbank.com/drugs/DB00279	approved; vet_approved	-637.044
Thenyldiamine	CN(C)CCN(CC1=CSC=C1)C1=CC=CC=N1	DB16022	https://go.drugbank.com/drugs/DB16022	approved; experimental	-630.575
Phenyltoloxamine	CN(C)CCOC1=CC=CC=C1CC1=CC=CC=C1	DB11160	https://go.drugbank.com/drugs/DB11160	approved	-638.019
Pyrantel	[H]\C(=C(\[H])C1=NCCCN1C)C1=CC=CS1	DB11156	https://go.drugbank.com/drugs/DB11156	approved; vet_approved	-645.854
Flortaucipir F-18	[18F]C1=CC=C(C=N1)C1=CC=C2C(NC3=C2C=NC=C3)=C1	DB14914	https://go.drugbank.com/drugs/DB14914	approved; investigational	-640.075
Proflavine	NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1	DB01123	https://go.drugbank.com/drugs/DB01123	approved	-655.321
P-nitrobiphenyl	O=N(=O)C1=CC=C(C=C1)C1=CC=CC=C1	DB12300	https://go.drugbank.com/drugs/DB12300	approved; experimental; investigational	-626.429
Acamprosate	CC(=O)NCCCS(O)(=O)=O	DB00659	https://go.drugbank.com/drugs/DB00659	approved; investigational	-627.583
Acalabrutinib	CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=CC=CC=N1	DB11703	https://go.drugbank.com/drugs/DB11703	approved; investigational	-630.811
Nebivolol	OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2	DB04861	https://go.drugbank.com/drugs/DB04861	approved; investigational	-695.054
Dofetilide	CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1	DB00204	https://go.drugbank.com/drugs/DB00204	approved; investigational	-633.886
Iloperidone	COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O	DB04946	https://go.drugbank.com/drugs/DB04946	approved	-624.956
Dexrazoxane	C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1	DB00380	https://go.drugbank.com/drugs/DB00380	approved; withdrawn	-636.302
Clobetasone	[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl	DB13158	https://go.drugbank.com/drugs/DB13158	approved	-659.765
Masoprocol	C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1	DB00179	https://go.drugbank.com/drugs/DB00179	approved; investigational	-632.715
Diflorasone	[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	DB00223	https://go.drugbank.com/drugs/DB00223	approved	-632.641
Ceftolozane	CN1C(N)=C(NC(=O)NCCN)C=[N+]1CC1=C(N2[C@H](SC1)[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C1=NSC(N)=N1)C2=O)C([O-])=O	DB09050	https://go.drugbank.com/drugs/DB09050	approved; investigational	-668.76
Selinexor	FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F	DB11942	https://go.drugbank.com/drugs/DB11942	approved; investigational	-618.898
Osimertinib	COC1=C(NC2=NC=CC(=N2)C2=CN(C)C3=C2C=CC=C3)C=C(NC(=O)C=C)C(=C1)N(C)CCN(C)C	DB09330	https://go.drugbank.com/drugs/DB09330	approved	-565.347
Methyl nicotinate	COC(=O)C1=CN=CC=C1	DB13882	https://go.drugbank.com/drugs/DB13882	approved	-652.855
Ripretinib	CCN1C(=O)C(=CC2=C1C=C(NC)N=C2)C1=C(Br)C=C(F)C(NC(=O)NC2=CC=CC=C2)=C1	DB14840	https://go.drugbank.com/drugs/DB14840	approved	-466.361
Voriconazole	C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1	DB00582	https://go.drugbank.com/drugs/DB00582	approved	-554.545
Ivosidenib	[H][C@@](N(C(=O)[C@]1([H])CCC(=O)N1C1=NC=CC(=C1)C#N)C1=CC(F)=CN=C1)(C(=O)NC1CC(F)(F)C1)C1=C(Cl)C=CC=C1	DB14568	https://go.drugbank.com/drugs/DB14568	approved; investigational	-623.349
Lorlatinib	C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2	DB12130	https://go.drugbank.com/drugs/DB12130	approved; investigational	-686.756
Propylparaben	CCCOC(=O)C1=CC=C(O)C=C1	DB14177	https://go.drugbank.com/drugs/DB14177	approved; experimental	-648.304
Aceclofenac	OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl	DB06736	https://go.drugbank.com/drugs/DB06736	approved; investigational	-706.158
Benzylparaben	OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1	DB14176	https://go.drugbank.com/drugs/DB14176	approved; experimental	-637.221
Secnidazole	CC(O)CN1C(C)=NC=C1N(=O)=O	DB12834	https://go.drugbank.com/drugs/DB12834	approved	-632.587
Butylparaben	CCCCOC(=O)C1=CC=C(O)C=C1	DB14084	https://go.drugbank.com/drugs/DB14084	approved; experimental	-624.869
Benzoyl peroxide	O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1	DB09096	https://go.drugbank.com/drugs/DB09096	approved	-711.196
Dipentamethylenethiuram disulfide	S=C(SSC(=S)N1CCCCC1)N1CCCCC1	DB14174	https://go.drugbank.com/drugs/DB14174	approved; experimental	-559.709
Bicisate	CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC	DB11164	https://go.drugbank.com/drugs/DB11164	approved; investigational	-661.992
Prednisolone phosphate	[H][C@@]12CC[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	DB14631	https://go.drugbank.com/drugs/DB14631	approved; vet_approved	-658.177
Tritoqualine	CCOC1=C(OCC)C(OCC)=C(N)C2=C1C(OC2=O)C1N(C)CCC2=CC3=C(OCO3)C(OC)=C12	DB13711	https://go.drugbank.com/drugs/DB13711	approved	-661.048
Methotrimeprazine	COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1	DB01403	https://go.drugbank.com/drugs/DB01403	approved; investigational	-707.69
Thiohexam	C1CCC(CC1)NSC1=NC2=CC=CC=C2S1	DB14200	https://go.drugbank.com/drugs/DB14200	approved; experimental	-631.57
Grepafloxacin	CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O	DB00365	https://go.drugbank.com/drugs/DB00365	approved; investigational; withdrawn	-645.111
Doripenem	[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O	DB06211	https://go.drugbank.com/drugs/DB06211	approved; investigational	-624.916
Diroximel fumarate	COC(=O)\C=C\C(=O)OCCN1C(=O)CCC1=O	DB14783	https://go.drugbank.com/drugs/DB14783	approved; investigational	-700.421
Naftifine	CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12	DB00735	https://go.drugbank.com/drugs/DB00735	approved	-636.379
Isoeugenol	COC1=CC(C=CC)=CC=C1O	DB14188	https://go.drugbank.com/drugs/DB14188	approved; experimental	-632.993
5-O-phosphono-alpha-D-ribofuranosyl diphosphate	O[C@H]1[C@@H](O)[C@@H](OP(O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O	DB01632	https://go.drugbank.com/drugs/DB01632	approved; experimental; investigational	-622.42
Deutetrabenazine	[2H]C([2H])([2H])OC1=CC2=C(C=C1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2	DB12161	https://go.drugbank.com/drugs/DB12161	approved; investigational	-635.698
Tetramethylthiuram monosulfide	CN(C)C(=S)SC(=S)N(C)C	DB14178	https://go.drugbank.com/drugs/DB14178	approved; experimental	-658.784
Ethyl ferulate	[H]\C(=C(\[H])C1=CC(OC)=C(O)C=C1)C(=O)OCC	DB11285	https://go.drugbank.com/drugs/DB11285	approved; experimental	-616.802
Pidolic acid	OC(=O)[C@@H]1CCC(=O)N1	DB03088	https://go.drugbank.com/drugs/DB03088	approved; investigational	-629.268
